iso_time,epoch,node_pid,node_cpu_pct,node_rss_mb,java_cpu_pct,java_rss_mb,load_1m
2026-08-15T08:37:17Z,1786783037,68034,0.0,17.7,1.1,3.6,4.50
2026-08-15T08:37:19Z,1786783039,68034,2.4,30.3,36.3,237.9,4.38
2026-08-15T08:37:21Z,1786783041,68034,8.3,35.2,12.9,231.4,4.38
2026-08-15T08:37:23Z,1786783043,68034,5.0,43.0,12.6,215.6,4.19
2026-08-15T08:37:25Z,1786783045,68034,10.7,59.9,18.8,214.7,4.19
2026-08-15T08:37:27Z,1786783047,68034,12.7,61.1,19.9,215.6,4.25
2026-08-15T08:37:30Z,1786783050,68034,14.8,61.3,22.1,185.5,4.25
2026-08-15T08:37:32Z,1786783052,68034,26.2,64.3,31.9,184.3,4.25
2026-08-15T08:37:34Z,1786783054,68034,21.8,64.6,26.2,189.5,4.15
2026-08-15T08:37:36Z,1786783056,68034,22.8,66.4,15.7,194.0,4.15
2026-08-15T08:37:38Z,1786783058,68034,14.4,62.8,23.2,210.8,4.70
2026-08-15T08:37:40Z,1786783060,68034,21.0,69.4,22.1,235.2,4.70
2026-08-15T08:37:42Z,1786783062,68034,19.4,75.4,23.5,265.1,4.80
2026-08-15T08:37:44Z,1786783064,68034,17.1,76.6,26.9,227.5,4.80
2026-08-15T08:37:46Z,1786783066,68034,23.6,76.7,19.4,181.6,4.80
2026-08-15T08:37:49Z,1786783069,68034,14.9,80.3,32.6,208.8,4.50
2026-08-15T08:37:51Z,1786783071,68034,14.3,75.3,22.7,245.9,4.50
2026-08-15T08:37:53Z,1786783073,68034,17.0,77.5,16.4,267.1,4.14
2026-08-15T08:37:55Z,1786783075,68034,17.1,81.5,12.7,288.8,4.14
2026-08-15T08:37:57Z,1786783077,68034,15.0,77.8,12.6,217.5,4.13
2026-08-15T08:37:59Z,1786783079,68034,21.4,78.2,10.5,188.2,4.13
2026-08-15T08:38:01Z,1786783081,68034,20.8,80.2,36.4,191.4,4.13
2026-08-15T08:38:03Z,1786783083,68034,19.3,81.3,9.8,202.2,4.44
