iso_time,epoch,node_pid,node_cpu_pct,node_rss_mb,java_cpu_pct,java_rss_mb,load_1m
2026-08-15T08:47:00Z,1786783620,68034,0.0,18.0,0.0,3.6,5.96
2026-08-15T08:47:02Z,1786783622,68034,1.6,34.7,13.6,183.3,5.96
2026-08-15T08:47:04Z,1786783624,68034,7.6,38.5,9.9,238.9,5.96
2026-08-15T08:47:07Z,1786783627,68034,10.3,39.1,12.7,127.3,5.96
2026-08-15T08:47:09Z,1786783629,68034,7.6,41.0,19.0,123.2,6.28
2026-08-15T08:47:11Z,1786783631,68034,12.9,42.6,23.8,139.5,6.28
2026-08-15T08:47:13Z,1786783633,68034,14.3,47.6,34.1,180.7,5.94
2026-08-15T08:47:15Z,1786783635,68034,15.0,49.9,17.8,198.9,5.94
2026-08-15T08:47:17Z,1786783637,68034,16.9,54.3,14.0,200.9,5.94
2026-08-15T08:47:19Z,1786783639,68034,11.5,59.1,19.8,198.8,5.46
2026-08-15T08:47:21Z,1786783641,68034,15.7,60.6,10.4,198.7,5.46
2026-08-15T08:47:24Z,1786783644,68034,17.4,62.6,14.2,203.1,5.27
2026-08-15T08:47:26Z,1786783646,68034,9.2,63.4,9.2,195.2,5.27
2026-08-15T08:47:28Z,1786783648,68034,14.3,64.3,12.7,188.1,6.05
2026-08-15T08:47:30Z,1786783650,68034,14.9,69.3,7.4,149.9,6.05
2026-08-15T08:47:32Z,1786783652,68034,11.4,75.2,11.0,150.0,6.05
2026-08-15T08:47:34Z,1786783654,68034,15.2,75.3,9.0,160.7,5.80
2026-08-15T08:47:36Z,1786783656,68034,15.8,75.4,6.5,171.4,5.80
2026-08-15T08:47:38Z,1786783658,68034,20.6,77.6,11.6,172.1,5.82
2026-08-15T08:47:41Z,1786783661,68034,14.2,81.4,10.7,181.3,5.82
2026-08-15T08:47:43Z,1786783663,68034,14.8,79.9,6.2,190.6,5.51
2026-08-15T08:47:45Z,1786783665,68034,18.3,79.2,14.7,207.2,5.51
2026-08-15T08:47:47Z,1786783667,68034,9.2,80.8,4.4,210.6,5.51
2026-08-15T08:47:49Z,1786783669,68034,11.3,77.6,5.8,198.0,5.31
2026-08-15T08:47:51Z,1786783671,68034,11.2,77.5,4.7,203.2,5.31
2026-08-15T08:47:53Z,1786783673,68034,13.5,81.2,12.2,210.1,5.29
2026-08-15T08:47:55Z,1786783675,68034,14.4,79.3,6.7,217.0,5.29
2026-08-15T08:47:58Z,1786783678,68034,13.2,77.6,5.3,202.4,5.02
2026-08-15T08:48:00Z,1786783680,68034,13.9,76.7,6.8,213.4,5.02
2026-08-15T08:48:02Z,1786783682,68034,9.7,76.7,21.0,199.3,5.02
2026-08-15T08:48:04Z,1786783684,68034,46.9,83.2,46.1,257.8,5.18
2026-08-15T08:48:06Z,1786783686,68034,67.5,85.8,38.2,411.4,5.18
2026-08-15T08:48:08Z,1786783688,68034,77.2,88.1,54.2,509.9,5.73
2026-08-15T08:48:10Z,1786783690,68034,72.9,88.6,34.1,571.9,5.73
2026-08-15T08:48:12Z,1786783692,68034,72.3,89.2,23.2,626.6,5.73
2026-08-15T08:48:14Z,1786783694,68034,70.9,86.6,28.0,623.3,5.35
2026-08-15T08:48:17Z,1786783697,68034,77.2,89.7,20.6,748.7,5.35
2026-08-15T08:48:19Z,1786783699,68034,75.9,86.5,17.8,763.3,5.24
2026-08-15T08:48:21Z,1786783701,68034,77.3,86.2,16.5,757.1,5.24
2026-08-15T08:48:23Z,1786783703,68034,71.6,86.3,20.2,756.5,5.22
2026-08-15T08:48:25Z,1786783705,68034,74.7,89.6,22.9,756.4,5.22
2026-08-15T08:48:27Z,1786783707,68034,74.2,90.3,31.2,709.2,5.22
2026-08-15T08:48:29Z,1786783709,68034,81.6,86.9,25.3,646.0,5.20
2026-08-15T08:48:31Z,1786783711,68034,76.5,92.0,15.1,755.4,5.20
2026-08-15T08:48:33Z,1786783713,68034,9.8,86.8,3.0,632.1,5.02
2026-08-15T08:48:36Z,1786783716,68034,14.5,77.5,2.9,540.8,5.02
2026-08-15T08:48:38Z,1786783718,68034,8.7,55.2,3.3,75.5,9.35
2026-08-15T08:48:40Z,1786783720,68034,12.8,58.3,18.6,91.7,9.35
2026-08-15T08:48:42Z,1786783722,68034,4.9,62.4,27.2,106.1,9.35
2026-08-15T08:48:44Z,1786783724,68034,7.8,66.0,3.1,117.1,9.40
2026-08-15T08:48:46Z,1786783726,68034,10.8,72.9,29.7,137.2,9.40
