iso_time,epoch,node_pid,node_cpu_pct,node_rss_mb,java_cpu_pct,java_rss_mb,load_1m
2026-08-15T07:27:05Z,1786778825,68034,10.2,927.5,0.0,15.3,3.59
2026-08-15T07:27:08Z,1786778828,68034,1.1,499.6,11.5,179.5,3.59
2026-08-15T07:27:10Z,1786778830,68034,1.7,37.9,7.8,201.2,3.46
2026-08-15T07:27:12Z,1786778832,68034,0.3,39.4,0.7,201.8,3.46
2026-08-15T07:27:14Z,1786778834,68034,2.1,38.7,3.0,196.9,3.46
2026-08-15T07:27:16Z,1786778836,68034,5.3,37.6,6.9,95.9,3.34
2026-08-15T07:27:18Z,1786778838,68034,4.8,40.3,5.6,100.8,3.34
2026-08-15T07:27:20Z,1786778840,68034,3.0,41.2,2.3,117.3,3.16
2026-08-15T07:27:22Z,1786778842,68034,5.0,45.8,4.8,116.0,3.16
2026-08-15T07:27:24Z,1786778844,68034,5.6,41.3,4.5,128.3,2.90
2026-08-15T07:27:27Z,1786778847,68034,8.2,43.8,6.8,132.7,2.90
2026-08-15T07:27:29Z,1786778849,68034,4.5,44.4,5.4,136.8,2.90
2026-08-15T07:27:31Z,1786778851,68034,6.9,46.6,6.4,143.4,2.83
2026-08-15T07:27:33Z,1786778853,68034,10.7,44.1,9.3,170.1,2.83
2026-08-15T07:27:35Z,1786778855,68034,7.2,46.6,8.2,172.1,2.84
2026-08-15T07:27:37Z,1786778857,68034,9.6,48.5,5.8,175.8,2.84
2026-08-15T07:27:39Z,1786778859,68034,8.4,51.1,7.5,178.3,2.70
2026-08-15T07:27:41Z,1786778861,68034,9.5,52.9,6.4,180.0,2.70
2026-08-15T07:27:43Z,1786778863,68034,8.6,54.2,6.3,180.6,2.70
2026-08-15T07:27:46Z,1786778866,68034,8.1,55.9,5.1,181.0,2.48
2026-08-15T07:27:48Z,1786778868,68034,7.2,57.0,9.7,167.4,2.48
2026-08-15T07:27:50Z,1786778870,68034,6.8,59.5,2.0,144.0,2.36
2026-08-15T07:27:52Z,1786778872,68034,7.1,60.2,5.0,163.2,2.36
2026-08-15T07:27:54Z,1786778874,68034,6.8,59.7,3.3,153.9,2.36
2026-08-15T07:27:56Z,1786778876,68034,6.6,59.2,13.8,133.9,2.57
2026-08-15T07:27:58Z,1786778878,68034,8.0,63.2,4.2,139.9,2.57
2026-08-15T07:28:00Z,1786778880,68034,7.9,71.0,6.2,151.1,2.53
2026-08-15T07:28:02Z,1786778882,68034,9.7,73.7,5.4,170.4,2.53
2026-08-15T07:28:04Z,1786778884,68034,15.0,77.4,4.5,174.5,2.40
2026-08-15T07:28:06Z,1786778886,68034,11.3,76.7,6.3,182.0,2.40
2026-08-15T07:28:09Z,1786778889,68034,12.0,79.6,4.1,189.8,2.40
2026-08-15T07:28:11Z,1786778891,68034,15.0,78.9,7.9,201.3,2.21
2026-08-15T07:28:13Z,1786778893,68034,9.2,78.2,2.3,212.4,2.21
2026-08-15T07:28:15Z,1786778895,68034,8.5,81.2,1.1,215.0,2.03
2026-08-15T07:28:17Z,1786778897,68034,9.7,78.4,3.9,192.1,2.03
2026-08-15T07:28:19Z,1786778899,68034,9.2,76.4,5.1,183.7,2.03
2026-08-15T07:28:21Z,1786778901,68034,7.6,80.1,11.1,193.9,1.95
2026-08-15T07:28:23Z,1786778903,68034,12.5,79.7,4.1,202.9,1.95
2026-08-15T07:28:25Z,1786778905,68034,9.2,74.8,1.9,168.8,1.95
2026-08-15T07:28:28Z,1786778908,68034,9.3,77.7,4.3,160.4,1.95
2026-08-15T07:28:30Z,1786778910,68034,9.0,76.1,18.8,182.2,1.88
2026-08-15T07:28:32Z,1786778912,68034,9.9,79.0,8.0,182.4,1.88
2026-08-15T07:28:34Z,1786778914,68034,10.6,77.2,5.3,189.5,1.88
2026-08-15T07:28:36Z,1786778916,68034,6.2,68.8,2.4,165.9,1.73
2026-08-15T07:28:38Z,1786778918,68034,19.9,74.6,3.7,158.9,1.73
2026-08-15T07:28:40Z,1786778920,68034,11.3,77.2,10.7,166.8,1.59
2026-08-15T07:28:42Z,1786778922,68034,9.3,75.5,2.4,172.7,1.59
2026-08-15T07:28:44Z,1786778924,68034,11.0,76.3,2.5,175.6,1.46
2026-08-15T07:28:46Z,1786778926,68034,10.5,78.3,1.8,176.4,1.46
2026-08-15T07:28:49Z,1786778929,68034,9.9,77.4,7.5,172.8,1.46
2026-08-15T07:28:51Z,1786778931,68034,8.0,76.0,1.4,150.6,1.74
2026-08-15T07:28:53Z,1786778933,68034,9.9,79.1,2.7,149.2,1.74
2026-08-15T07:28:55Z,1786778935,68034,9.4,68.5,1.9,123.9,1.68
2026-08-15T07:28:57Z,1786778937,68034,10.4,73.9,0.9,128.9,1.68
2026-08-15T07:28:59Z,1786778939,68034,9.2,73.0,1.0,107.9,1.68
2026-08-15T07:29:01Z,1786778941,68034,7.6,72.6,0.9,108.9,1.71
2026-08-15T07:29:03Z,1786778943,68034,15.0,75.5,2.7,121.0,1.71
2026-08-15T07:29:05Z,1786778945,68034,13.4,74.2,2.3,123.3,1.57
