iso_time,epoch,node_pid,node_cpu_pct,node_rss_mb,java_cpu_pct,java_rss_mb,load_1m
2026-08-14T03:32:46Z,1786678366,68034,0.0,16.9,0.8,3.5,5.02
2026-08-14T03:32:48Z,1786678368,68034,0.0,16.0,71.5,188.6,5.50
2026-08-14T03:32:50Z,1786678370,68034,0.3,31.8,62.3,206.6,5.50
2026-08-14T03:32:52Z,1786678372,68034,0.4,30.3,0.8,105.1,6.10
2026-08-14T03:32:54Z,1786678374,68034,1.2,33.0,1.5,85.5,6.10
2026-08-14T03:32:57Z,1786678377,68034,2.0,50.3,3.0,79.9,6.10
2026-08-14T03:32:59Z,1786678379,68034,1.8,52.2,4.1,85.1,5.77
2026-08-14T03:33:01Z,1786678381,68034,3.4,39.4,7.9,119.7,5.77
2026-08-14T03:33:03Z,1786678383,68034,4.6,37.4,9.0,124.6,5.87
2026-08-14T03:33:05Z,1786678385,68034,4.6,39.9,5.5,125.6,5.87
2026-08-14T03:33:07Z,1786678387,68034,6.9,41.9,5.8,127.7,5.87
2026-08-14T03:33:09Z,1786678389,68034,7.1,43.9,14.9,157.8,5.72
2026-08-14T03:33:11Z,1786678391,68034,5.1,44.6,3.0,160.6,5.72
2026-08-14T03:33:14Z,1786678394,68034,6.9,46.1,7.3,151.0,5.58
2026-08-14T03:33:16Z,1786678396,68034,7.4,54.7,10.9,146.2,5.58
2026-08-14T03:33:18Z,1786678398,68034,7.5,56.7,6.1,142.7,5.61
2026-08-14T03:33:20Z,1786678400,68034,10.3,60.2,7.6,149.4,5.61
2026-08-14T03:33:22Z,1786678402,68034,9.2,61.4,3.8,156.0,5.61
2026-08-14T03:33:24Z,1786678404,68034,7.0,61.0,6.5,158.0,5.80
2026-08-14T03:33:26Z,1786678406,68034,8.9,60.9,6.6,151.6,5.80
2026-08-14T03:33:28Z,1786678408,68034,12.2,63.3,4.1,163.7,5.58
2026-08-14T03:33:31Z,1786678411,68034,10.4,71.2,5.7,150.1,5.58
2026-08-14T03:33:33Z,1786678413,68034,12.4,74.7,6.5,158.3,5.29
2026-08-14T03:33:35Z,1786678415,68034,10.3,76.9,3.5,155.2,5.29
2026-08-14T03:33:37Z,1786678417,68034,8.1,68.8,9.2,116.7,5.29
2026-08-14T03:33:39Z,1786678419,68034,10.0,70.8,4.2,128.6,5.03
2026-08-14T03:33:41Z,1786678421,68034,9.3,66.3,3.0,125.1,5.03
2026-08-14T03:33:43Z,1786678423,68034,8.6,75.2,8.2,124.0,5.11
2026-08-14T03:33:45Z,1786678425,68034,10.8,72.4,3.0,120.6,5.11
2026-08-14T03:33:48Z,1786678428,68034,14.0,63.7,3.3,104.2,5.18
2026-08-14T03:33:50Z,1786678430,68034,11.3,64.4,5.3,102.1,5.18
2026-08-14T03:33:52Z,1786678432,68034,10.2,75.7,9.9,115.1,5.18
2026-08-14T03:33:54Z,1786678434,68034,8.4,62.2,3.9,119.1,5.16
2026-08-14T03:33:56Z,1786678436,68034,10.2,62.9,2.7,110.6,5.16
2026-08-14T03:33:58Z,1786678438,68034,8.2,70.0,4.8,131.3,5.15
2026-08-14T03:34:00Z,1786678440,68034,8.5,67.2,2.2,127.5,5.15
2026-08-14T03:34:02Z,1786678442,68034,8.4,69.2,2.7,144.8,5.22
2026-08-14T03:34:05Z,1786678445,68034,12.1,68.9,5.5,128.1,5.22
2026-08-14T03:34:07Z,1786678447,68034,10.9,71.5,9.4,141.1,5.22
2026-08-14T03:34:09Z,1786678449,68034,9.1,61.9,2.9,105.9,5.12
2026-08-14T03:34:11Z,1786678451,68034,11.1,69.2,2.7,94.8,5.12
2026-08-14T03:34:13Z,1786678453,68034,8.6,68.5,8.9,124.5,5.19
